measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
1,Deaths,263,Western Africa,2,Female,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,-0.3231573885183245,0.1116310768271474,-0.5941797716270565
1,Deaths,263,Western Africa,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,-0.394531674754312,-0.051053330535360326,-0.5694538956875583
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,-0.3301530600266027,0.11896951275209493,-0.5270632517935109
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,-0.30017172524266644,0.16353291379049528,-0.5883855422850207
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,-0.34957308646753876,0.02183034662434992,-0.5446882411103131
1,Deaths,263,Western Africa,1,Male,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,0.5281862566029907,1.4589545209158243,0.09094052374677809
1,Deaths,263,Western Africa,2,Female,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,0.7927101075968211,1.9832302854218034,0.05802698372661667
1,Deaths,263,Western Africa,3,Both,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,0.698128323819849,1.56046024513865,0.11541463838554498
1,Deaths,263,Western Africa,1,Male,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,0.07865496605837123,0.7566883411690286,-0.23246339913460384
1,Deaths,263,Western Africa,2,Female,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,0.3430141741731756,1.115817728601285,-0.17528207875212412
1,Deaths,263,Western Africa,3,Both,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,0.23172740905942316,0.881610626798586,-0.18013926822349927
1,Deaths,263,Western Africa,1,Male,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.37424600757763465,0.0068802817717280515,-0.553287182579838
1,Deaths,263,Western Africa,2,Female,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.2970890422843001,0.16970682997003633,-0.5851539201632111
1,Deaths,263,Western Africa,3,Both,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.31980945473358346,0.02560025991216168,-0.5532172213140147
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.23606538004884986,0.22305095433009287,-0.4656568661391021
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.18305187613303225,0.3780229796269211,-0.5207012852767408
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,-0.19180880852476026,0.23439517428975754,-0.47271486977529026
1,Deaths,263,Western Africa,1,Male,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,0.5864523874711135,1.6424857040279195,0.12098439743126856
1,Deaths,263,Western Africa,2,Female,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,1.1405000183481533,2.588753975389034,0.2517917935093331
1,Deaths,263,Western Africa,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,0.7241711733188066,1.6654064033080418,0.2121872219535135
1,Deaths,263,Western Africa,1,Male,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,0.11953944662619946,0.8427302250384338,-0.19628943731250714
1,Deaths,263,Western Africa,2,Female,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,0.60435615852222,1.513746000615931,-0.012820850990509789
1,Deaths,263,Western Africa,3,Both,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,0.2511501531120864,0.9501988011459768,-0.10813933095660856
1,Deaths,263,Western Africa,1,Male,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.35038748649998724,0.08203170396923153,-0.540984968877371
1,Deaths,263,Western Africa,2,Female,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.16072268934518086,0.40712906295168605,-0.5091798921043473
1,Deaths,263,Western Africa,3,Both,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.30937791092590466,0.06763676772346836,-0.5144546640557569
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.21670506004176315,0.2981312825863074,-0.44920367061173877
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.0615528312446495,0.5798808949555062,-0.4579028801712851
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,-0.20055560593875035,0.25878208538816816,-0.4399830904133073
1,Deaths,263,Western Africa,1,Male,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,0.6132296658892424,1.7427477138178626,0.1474430289050712
1,Deaths,263,Western Africa,2,Female,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,0.9658188790291904,2.2217967068801867,0.19389529200710598
1,Deaths,263,Western Africa,3,Both,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,0.8137395121532558,1.7496339684042663,0.24818325043036396
1,Deaths,263,Western Africa,1,Male,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,0.13857167381668253,0.9136166672371893,-0.1745675159632661
1,Deaths,263,Western Africa,2,Female,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,0.47279278194125224,1.3011226830021732,-0.05892914889853698
1,Deaths,263,Western Africa,3,Both,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,0.3155842780828297,0.9870411836377185,-0.07511966167381154
1,Deaths,263,Western Africa,1,Male,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.33942286173389735,0.12308648550732136,-0.5301508220531692
1,Deaths,263,Western Africa,2,Female,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.2292141238572332,0.26324730317622275,-0.5318807655734399
1,Deaths,263,Western Africa,3,Both,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.273501036148051,0.10137437908395196,-0.5000363436652115
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.2402719490377505,0.2843150901604441,-0.46018599599863774
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.17846642514117958,0.3579413946203963,-0.508346910157259
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,-0.19572795188793643,0.2202688059354085,-0.4539605956597377
1,Deaths,70,Australasia,1,Male,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.42749148975144574,1.0030698935748539,0.029836455247640517
1,Deaths,70,Australasia,2,Female,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.6721245355365724,1.1105741867633414,0.31516985292711325
1,Deaths,70,Australasia,3,Both,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.49904362945349096,0.9416661672241916,0.16299335705339812
1,Deaths,70,Australasia,1,Male,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,0.011410174468715232,0.4181652993127388,-0.2688810695583983
1,Deaths,70,Australasia,2,Female,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,0.13985421725382394,0.43900647259810205,-0.10686730750258754
1,Deaths,70,Australasia,3,Both,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,0.04309612816662448,0.34744493074686683,-0.18725812419372054
1,Deaths,70,Australasia,1,Male,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,-0.06198208991059077,0.3162358226466588,-0.32328490472929045
1,Deaths,70,Australasia,2,Female,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,0.09141185499899786,0.37759218248011767,-0.14157591835028407
1,Deaths,70,Australasia,3,Both,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,-0.01829517504290721,0.27157275970337097,-0.23837027316636233
1,Deaths,70,Australasia,1,Male,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,0.1916933330107205,0.6754299532084732,-0.14363071683255052
1,Deaths,70,Australasia,2,Female,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,0.4076014089433159,0.7748366238153116,0.10271776735123914
1,Deaths,70,Australasia,3,Both,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,0.25581123585565124,0.6298391356963047,-0.02838875858180282
1,Deaths,70,Australasia,1,Male,22,All ages,417,Liver cancer,1,Number,1990,2021,4.648043490168785,5.611429417767117,3.8247187823769524
1,Deaths,70,Australasia,2,Female,22,All ages,417,Liver cancer,1,Number,1990,2021,5.676667660671478,6.7337535062030565,4.698462953275911
1,Deaths,70,Australasia,3,Both,22,All ages,417,Liver cancer,1,Number,1990,2021,4.942059705938156,5.748094423399246,4.229997541435834
1,Deaths,70,Australasia,1,Male,22,All ages,417,Liver cancer,2,Percent,1990,2021,3.002064274157104,3.683106405344149,2.419475630672102
1,Deaths,70,Australasia,2,Female,22,All ages,417,Liver cancer,2,Percent,1990,2021,3.5512806947447113,4.264361706145018,2.881234564949725
1,Deaths,70,Australasia,3,Both,22,All ages,417,Liver cancer,2,Percent,1990,2021,3.1347729096884724,3.676617906897636,2.636021678797274
1,Deaths,70,Australasia,1,Male,22,All ages,417,Liver cancer,3,Rate,1990,2021,2.7113818112251535,3.3444316478814,2.170367502367635
1,Deaths,70,Australasia,2,Female,22,All ages,417,Liver cancer,3,Rate,1990,2021,3.3579255503280705,4.047895704491604,2.7194418778635883
1,Deaths,70,Australasia,3,Both,22,All ages,417,Liver cancer,3,Rate,1990,2021,2.891380189934363,3.4192421918581797,2.4250596313951944
1,Deaths,70,Australasia,1,Male,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,1.4249594384596556,1.8208908731257534,1.0818108677215184
1,Deaths,70,Australasia,2,Female,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,1.9764674989961148,2.3934349597123923,1.5643472458484111
1,Deaths,70,Australasia,3,Both,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,1.6306559514543961,1.9746948549239145,1.3191050647622553
1,Deaths,70,Australasia,1,Male,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,3.357708711660978,4.208615161976517,2.671197794285113
1,Deaths,70,Australasia,2,Female,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,3.7181541058013403,4.5780639249769255,2.9644382358681236
1,Deaths,70,Australasia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,3.430174216486732,4.126989078657667,2.806617848379845
1,Deaths,70,Australasia,1,Male,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,2.0877539688885776,2.685093396267849,1.6021005823536254
1,Deaths,70,Australasia,2,Female,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,2.21608947577425,2.7800137338175674,1.7057892556725192
1,Deaths,70,Australasia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,2.0827095659831776,2.5679474147838817,1.6503818157814498
1,Deaths,70,Australasia,1,Male,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,1.863490849393694,2.4226293773197405,1.4123781523347474
1,Deaths,70,Australasia,2,Female,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,2.079584812820991,2.640856267747112,1.5876271755376965
1,Deaths,70,Australasia,3,Both,22,All ages,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,1.9012653923295717,2.3576006842812887,1.4929061670370956
1,Deaths,70,Australasia,1,Male,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,1.0310638156577114,1.38793567511357,0.7189944032589407
1,Deaths,70,Australasia,2,Female,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,1.2575709765794236,1.6067522657242528,0.9389140422743083
1,Deaths,70,Australasia,3,Both,27,Age-standardized,418,Liver cancer due to hepatitis B,3,Rate,1990,2021,1.1029963771095184,1.4225042969228003,0.8155767653568866
1,Deaths,70,Australasia,1,Male,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,5.679684784801707,7.088820042281484,4.580004269006103
1,Deaths,70,Australasia,2,Female,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,6.18788402145118,7.556941552067096,5.0211566033028525
1,Deaths,70,Australasia,3,Both,22,All ages,419,Liver cancer due to hepatitis C,1,Number,1990,2021,5.905422798805952,6.882454606820781,5.0166194858441475
1,Deaths,70,Australasia,1,Male,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,3.7330425973730526,4.721523207398084,2.937497096637114
1,Deaths,70,Australasia,2,Female,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,3.8999096009830927,4.811809447695924,3.0875390427887064
1,Deaths,70,Australasia,3,Both,22,All ages,419,Liver cancer due to hepatitis C,2,Percent,1990,2021,3.8052104784395504,4.482820674516936,3.1844788026525848
1,Deaths,70,Australasia,1,Male,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,3.389282883211235,4.315238742664116,2.6666726073543536
1,Deaths,70,Australasia,2,Female,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,3.6916014128411105,4.585198502851159,2.930067143917283
1,Deaths,70,Australasia,3,Both,22,All ages,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,3.5222745667702666,4.162120413294684,2.9402084523299816
1,Deaths,70,Australasia,1,Male,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,1.691298935024518,2.1970230500856722,1.265478612901918
1,Deaths,70,Australasia,2,Female,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,2.130526885207984,2.6708330913651763,1.6477461382193586
1,Deaths,70,Australasia,3,Both,27,Age-standardized,419,Liver cancer due to hepatitis C,3,Rate,1990,2021,1.9208688270829832,2.284828262877801,1.56487766584981
1,Deaths,70,Australasia,1,Male,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,4.3762480760073865,5.377198592056126,3.525018564014597
1,Deaths,70,Australasia,2,Female,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,4.907892800305828,6.094132181093808,3.861261666535207
1,Deaths,70,Australasia,3,Both,22,All ages,420,Liver cancer due to alcohol use,1,Number,1990,2021,4.457842728545811,5.341453987613339,3.676198155644605
1,Deaths,70,Australasia,1,Male,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,2.809482741439476,3.5415525359753035,2.2069157813309124
1,Deaths,70,Australasia,2,Female,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,3.0269905363589493,3.836754314236358,2.317738547162049
1,Deaths,70,Australasia,3,Both,22,All ages,420,Liver cancer due to alcohol use,2,Percent,1990,2021,2.797773118738868,3.4188282657177442,2.2614423805618835
1,Deaths,70,Australasia,1,Male,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,2.5327825213562214,3.190516397815568,1.9734317066028948
1,Deaths,70,Australasia,2,Female,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,2.8561387643581884,3.6304086799917266,2.172992501665655
1,Deaths,70,Australasia,3,Both,22,All ages,420,Liver cancer due to alcohol use,3,Rate,1990,2021,2.5742725796605153,3.152938483286857,2.0623833767436
1,Deaths,70,Australasia,1,Male,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,1.3284328190853802,1.7478419190878394,0.9660423940324177
1,Deaths,70,Australasia,2,Female,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,1.7153766377345743,2.1855136927034815,1.2628871023888637
1,Deaths,70,Australasia,3,Both,27,Age-standardized,420,Liver cancer due to alcohol use,3,Rate,1990,2021,1.4678130228220323,1.8503726232007591,1.1340772633328802
1,Deaths,70,Australasia,1,Male,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,4.668761297298091,6.186192469580277,3.6399766938638347
1,Deaths,70,Australasia,2,Female,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,4.98374440417556,6.419531208094705,3.833125615121857
1,Deaths,70,Australasia,3,Both,22,All ages,421,Liver cancer due to other causes,1,Number,1990,2021,4.82457897777125,5.973502371964487,3.9550705770115218
1,Deaths,70,Australasia,1,Male,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,3.016841137723672,4.0885776001572465,2.273623575706388
1,Deaths,70,Australasia,2,Female,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,3.0789026306765304,4.057488361727639,2.2931568600624606
1,Deaths,70,Australasia,3,Both,22,All ages,421,Liver cancer due to other causes,2,Percent,1990,2021,3.053073446845315,3.8498374418478147,2.4481600608400704
1,Deaths,70,Australasia,1,Male,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,2.724995674624401,3.722113785063363,2.048971760945176
1,Deaths,70,Australasia,2,Female,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,2.9056478397438594,3.8427997717592755,2.1546278288121834
1,Deaths,70,Australasia,3,Both,22,All ages,421,Liver cancer due to other causes,3,Rate,1990,2021,2.8144435381819495,3.5668590232447683,2.2450134191414843
1,Deaths,70,Australasia,1,Male,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,1.5488597911013413,2.1784408977151144,1.0935489028766634
1,Deaths,70,Australasia,2,Female,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,1.8000211104365633,2.415478804281728,1.3172180067289536
1,Deaths,70,Australasia,3,Both,27,Age-standardized,421,Liver cancer due to other causes,3,Rate,1990,2021,1.6797251639374038,2.144259981535114,1.32970726638448
1,Deaths,263,Western Africa,1,Male,22,All ages,996,Liver cancer due to NASH,1,Number,1990,2021,0.8916125780859373,2.2088659103685613,0.3247368092917805
1,Deaths,263,Western Africa,2,Female,22,All ages,996,Liver cancer due to NASH,1,Number,1990,2021,1.2704250048982761,2.74807664305591,0.33891815684932586
1,Deaths,263,Western Africa,3,Both,22,All ages,996,Liver cancer due to NASH,1,Number,1990,2021,1.1140305706494402,2.232864378512433,0.40417096177840456
1,Deaths,263,Western Africa,1,Male,22,All ages,996,Liver cancer due to NASH,2,Percent,1990,2021,0.3360581352737203,1.227256469258932,-0.05769257314738507
1,Deaths,263,Western Africa,2,Female,22,All ages,996,Liver cancer due to NASH,2,Percent,1990,2021,0.7013625472255255,1.6856655934986864,0.04247969324207296
1,Deaths,263,Western Africa,3,Both,22,All ages,996,Liver cancer due to NASH,2,Percent,1990,2021,0.5340669565119528,1.3017052959103992,0.03937496292013703
1,Deaths,263,Western Africa,1,Male,22,All ages,996,Liver cancer due to NASH,3,Rate,1990,2021,-0.22543203242459914,0.313950211163825,-0.4575534600305246
1,Deaths,263,Western Africa,2,Female,22,All ages,996,Liver cancer due to NASH,3,Rate,1990,2021,-0.10977987581378794,0.4695985321876626,-0.47501816387060786
1,Deaths,263,Western Africa,3,Both,22,All ages,996,Liver cancer due to NASH,3,Rate,1990,2021,-0.15321852513163564,0.29493381244963557,-0.43755498407160043
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,996,Liver cancer due to NASH,3,Rate,1990,2021,-0.07595428531473312,0.5471684714982084,-0.36300255954258703
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,996,Liver cancer due to NASH,3,Rate,1990,2021,0.012903227477105867,0.6600974846620815,-0.40899857049673216
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,996,Liver cancer due to NASH,3,Rate,1990,2021,-0.014342657107865727,0.5181236676126533,-0.3497362203613385
1,Deaths,263,Western Africa,1,Male,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.10924661331522223,0.6486917050791191,-0.2400060944183953
1,Deaths,263,Western Africa,2,Female,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.04962115673774389,0.4607115411064367,-0.22679103081636923
1,Deaths,263,Western Africa,3,Both,22,All ages,1005,Hepatoblastoma,1,Number,1990,2021,0.07833430718735736,0.4655086490366489,-0.2190889908676863
1,Deaths,263,Western Africa,1,Male,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,-0.21869618817653796,0.13686742008594074,-0.44688428834025484
1,Deaths,263,Western Africa,2,Female,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,-0.21409218912236072,0.06033013309138503,-0.41118897838540597
1,Deaths,263,Western Africa,3,Both,22,All ages,1005,Hepatoblastoma,2,Percent,1990,2021,-0.218977118086089,0.006420080277439961,-0.3940633890171516
1,Deaths,263,Western Africa,1,Male,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,-0.5457912974522238,-0.32490204497702424,-0.6888015328108634
1,Deaths,263,Western Africa,2,Female,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,-0.58844979486939,-0.4272637031751391,-0.6968293675926175
1,Deaths,263,Western Africa,3,Both,22,All ages,1005,Hepatoblastoma,3,Rate,1990,2021,-0.5680698625087743,-0.4129859839811265,-0.687203683222584
1,Deaths,263,Western Africa,1,Male,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,-0.49925435788508854,-0.24114456081537144,-0.6593388724532712
1,Deaths,263,Western Africa,2,Female,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,-0.5050975715095727,-0.3117195288577702,-0.6325584369114527
1,Deaths,263,Western Africa,3,Both,27,Age-standardized,1005,Hepatoblastoma,3,Rate,1990,2021,-0.5018560430209486,-0.3183928740982152,-0.6419027349048951
1,Deaths,124,Central Latin America,1,Male,22,All ages,417,Liver cancer,1,Number,1990,2021,2.098833507512294,2.4818320816155492,1.733096834703323
1,Deaths,124,Central Latin America,2,Female,22,All ages,417,Liver cancer,1,Number,1990,2021,1.7402909968039084,2.0342538152111547,1.4428476110536756
1,Deaths,124,Central Latin America,3,Both,22,All ages,417,Liver cancer,1,Number,1990,2021,1.9133360322271062,2.21152564700565,1.655946550532474
1,Deaths,124,Central Latin America,1,Male,22,All ages,417,Liver cancer,2,Percent,1990,2021,0.3015468338966909,0.4421004696794223,0.1653213487322017
1,Deaths,124,Central Latin America,2,Female,22,All ages,417,Liver cancer,2,Percent,1990,2021,0.15734121811472612,0.267792922301071,0.04931187010063565
1,Deaths,124,Central Latin America,3,Both,22,All ages,417,Liver cancer,2,Percent,1990,2021,0.2265177994021214,0.32457021475967834,0.13561760328083464
1,Deaths,124,Central Latin America,1,Male,22,All ages,417,Liver cancer,3,Rate,1990,2021,1.039689021139242,1.2917832316918882,0.7989567990472849
1,Deaths,124,Central Latin America,2,Female,22,All ages,417,Liver cancer,3,Rate,1990,2021,0.7588705421615615,0.9475521611539737,0.5679549022652631
1,Deaths,124,Central Latin America,3,Both,22,All ages,417,Liver cancer,3,Rate,1990,2021,0.8931703140100945,1.086942580717446,0.725911158014205
1,Deaths,124,Central Latin America,1,Male,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,0.10970897360980698,0.24943839079400087,-0.020239592924592945
1,Deaths,124,Central Latin America,2,Female,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,-0.12150422888657036,-0.027002097093691096,-0.21519008192433894
1,Deaths,124,Central Latin America,3,Both,27,Age-standardized,417,Liver cancer,3,Rate,1990,2021,-0.015769655833176025,0.08481845069478969,-0.10179408233696714
1,Deaths,124,Central Latin America,1,Male,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,1.275651348121596,1.575575277476953,0.9649749914875875
1,Deaths,124,Central Latin America,2,Female,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,0.9966370022175935,1.2437462025553483,0.7541574592342682
1,Deaths,124,Central Latin America,3,Both,22,All ages,418,Liver cancer due to hepatitis B,1,Number,1990,2021,1.153308120741886,1.4158949769458873,0.8955239661170998
1,Deaths,124,Central Latin America,1,Male,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,-0.0448156571537441,0.05780950516469809,-0.1518246327821274
1,Deaths,124,Central Latin America,2,Female,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,-0.1572310448572345,-0.07284112860922694,-0.24568460798944827
1,Deaths,124,Central Latin America,3,Both,22,All ages,418,Liver cancer due to hepatitis B,2,Percent,1990,2021,-0.09401079935545166,-0.015147688452557002,-0.17160105219802943
