"","measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_id","age_name","cause_id","cause_name","metric_id","metric_name","year","val","upper","lower"
"27",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1990,5390.85849055142,8037.8442538572,3302.58661522383
"28",1,"Deaths",6,"China",1,"Male",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1990,4.52821799386418,7.61734093010654,2.48975482483618
"29",1,"Deaths",6,"China",2,"Female",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3.59542580085396,6.20677891650434,1.6375645227724
"30",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1990,4.07254531021024,6.07222114578231,2.49495208508379
"31",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1990,3458.56482186049,5494.47650202703,1924.68591304238
"32",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1990,2120.86450152275,4050.12918680832,1081.38219148001
"33",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1990,5579.42932338325,8242.38750694461,3619.36214600864
"34",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1990,6.11283290046626,9.7112005882145,3.40178194664584
"35",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3.95720343536513,7.55691140108344,2.01769105003876
"36",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1990,5.06420750968743,7.48125987284876,3.28513901650804
"37",1,"Deaths",6,"China",1,"Male",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1990,4966.80655476398,7714.58665752932,2995.64916158559
"38",1,"Deaths",6,"China",2,"Female",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1990,2661.62367405437,4722.1619379792,1393.04153286819
"39",1,"Deaths",6,"China",3,"Both",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1990,7628.43022881836,11355.8206502375,5276.16001315518
"40",1,"Deaths",6,"China",1,"Male",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1990,10.759625967453,16.7121602207161,6.48949463865453
"41",1,"Deaths",6,"China",2,"Female",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1990,6.28650425572492,11.1533014260084,3.29023280418813
"42",1,"Deaths",6,"China",3,"Both",11,"30-34 years",496,"Intracerebral hemorrhage",3,"Rate",1990,8.61967483215497,12.8314054820266,5.96174865754272
"43",1,"Deaths",6,"China",1,"Male",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1990,8709.89751072002,12314.171202332,5386.94525678177
"44",1,"Deaths",6,"China",2,"Female",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1990,4990.97058793742,8152.97422503704,2767.40102768297
"45",1,"Deaths",6,"China",3,"Both",12,"35-39 years",496,"Intracerebral hemorrhage",1,"Number",1990,13700.8680986574,18553.1931080065,9791.59105588923
"46",1,"Deaths",6,"China",1,"Male",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1990,18.3983390168961,26.0118211739869,11.3791057791148
"47",1,"Deaths",6,"China",2,"Female",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1990,11.2856883889092,18.4356779759349,6.25770580998038
"48",1,"Deaths",6,"China",3,"Both",12,"35-39 years",496,"Intracerebral hemorrhage",3,"Rate",1990,14.9630680540118,20.2624161546033,10.6936467289019
"49",1,"Deaths",6,"China",1,"Male",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1990,13354.7836419585,19108.430547589,8512.96462360434
"50",1,"Deaths",6,"China",2,"Female",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1990,8542.19171924496,13227.2291353026,5006.08683738175
"51",1,"Deaths",6,"China",3,"Both",13,"40-44 years",496,"Intracerebral hemorrhage",1,"Number",1990,21896.9753612035,29889.3085915347,15513.9202883797
"52",1,"Deaths",6,"China",1,"Male",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1990,37.8498389848687,54.1567006153101,24.1272602331769
"53",1,"Deaths",6,"China",2,"Female",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1990,26.690314264229,41.3288432371308,15.6416567685687
"54",1,"Deaths",6,"China",3,"Both",13,"40-44 years",496,"Intracerebral hemorrhage",3,"Rate",1990,32.5419611552979,44.41968368233,23.0558505484428
"55",1,"Deaths",6,"China",1,"Male",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1990,20536.3272115604,27697.6866730205,13588.1356491124
"56",1,"Deaths",6,"China",2,"Female",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1990,13882.6278440531,19756.6817110236,8701.0936003074
"57",1,"Deaths",6,"China",3,"Both",14,"45-49 years",496,"Intracerebral hemorrhage",1,"Number",1990,34418.9550556136,44610.6706641676,25464.5761484585
"58",1,"Deaths",6,"China",1,"Male",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1990,75.1910157416472,101.411375714054,49.7511415243184
"59",1,"Deaths",6,"China",2,"Female",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1990,56.7921119766442,80.8221391960749,35.595096808678
"60",1,"Deaths",6,"China",3,"Both",14,"45-49 years",496,"Intracerebral hemorrhage",3,"Rate",1990,66.5012558668641,86.1927859063918,49.2003981891278
"61",1,"Deaths",6,"China",1,"Male",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1990,37189.8383130802,48723.1837235334,26084.1005712024
"62",1,"Deaths",6,"China",2,"Female",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1990,25244.664573761,36934.994322231,15901.1514649891
"63",1,"Deaths",6,"China",3,"Both",15,"50-54 years",496,"Intracerebral hemorrhage",1,"Number",1990,62434.5028868412,79563.6381799638,47936.526427793
"64",1,"Deaths",6,"China",1,"Male",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1990,146.857593693219,192.401199985699,103.00255169949
"65",1,"Deaths",6,"China",2,"Female",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1990,112.125925654966,164.049334675873,70.6260652337953
"66",1,"Deaths",6,"China",3,"Both",15,"50-54 years",496,"Intracerebral hemorrhage",3,"Rate",1990,130.511521951083,166.317837584976,100.205314879798
"67",1,"Deaths",6,"China",1,"Male",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1990,61920.8028018763,81450.9579668487,44059.4398674574
"68",1,"Deaths",6,"China",2,"Female",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1990,39279.2782558974,53381.9765471341,27267.7075574726
"69",1,"Deaths",6,"China",3,"Both",16,"55-59 years",496,"Intracerebral hemorrhage",1,"Number",1990,101200.081057774,130028.554053909,78216.730570704
"70",1,"Deaths",6,"China",1,"Male",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1990,271.609365940416,357.276424845462,193.262296103942
"71",1,"Deaths",6,"China",2,"Female",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1990,189.74977705097,257.876890770975,131.724452674856
"72",1,"Deaths",6,"China",3,"Both",16,"55-59 years",496,"Intracerebral hemorrhage",3,"Rate",1990,232.652912101069,298.927841171026,179.815568842384
"73",1,"Deaths",6,"China",1,"Male",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1990,87933.5232532838,116605.08697743,65607.9514601655
"74",1,"Deaths",6,"China",2,"Female",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1990,56571.15090148,79505.1974168493,39137.8881277243
"75",1,"Deaths",6,"China",3,"Both",17,"60-64 years",496,"Intracerebral hemorrhage",1,"Number",1990,144504.674154764,178952.943687133,114229.78187324
"76",1,"Deaths",6,"China",1,"Male",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1990,481.403871383594,638.370193950568,359.179533105892
"77",1,"Deaths",6,"China",2,"Female",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1990,329.17106933396,462.617614000624,227.731984963715
"78",1,"Deaths",6,"China",3,"Both",17,"60-64 years",496,"Intracerebral hemorrhage",3,"Rate",1990,407.606512903013,504.77526610607,322.209667828161
"79",1,"Deaths",6,"China",1,"Male",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1990,108148.689604122,140200.048560117,77260.8228335841
"80",1,"Deaths",6,"China",2,"Female",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1990,79215.6303146398,110283.661054004,56576.6233002169
"81",1,"Deaths",6,"China",3,"Both",18,"65-69 years",496,"Intracerebral hemorrhage",1,"Number",1990,187364.319918762,235061.451095377,149233.26353716
"82",1,"Deaths",6,"China",1,"Male",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1990,802.590076273954,1040.44873848558,573.365890220009
"83",1,"Deaths",6,"China",2,"Female",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1990,568.406410250539,791.332968506453,405.961742984832
"84",1,"Deaths",6,"China",3,"Both",18,"65-69 years",496,"Intracerebral hemorrhage",3,"Rate",1990,683.526953443885,857.531666696125,544.420399904693
"85",1,"Deaths",6,"China",1,"Male",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1990,117295.078905297,156627.14173743,86002.2675061192
"86",1,"Deaths",6,"China",2,"Female",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1990,101402.674936144,146435.611501478,72352.8937203029
"87",1,"Deaths",6,"China",3,"Both",19,"70-74 years",496,"Intracerebral hemorrhage",1,"Number",1990,218697.753841441,278525.990156614,173828.666934291
"88",1,"Deaths",6,"China",1,"Male",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1340.53559869253,1790.05173260516,982.898022970887
"89",1,"Deaths",6,"China",2,"Female",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1001.33113871687,1446.02238260295,714.470357947015
"90",1,"Deaths",6,"China",3,"Both",19,"70-74 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1158.56206620477,1475.5050794053,920.865879925889
"91",1,"Deaths",6,"China",1,"Male",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1990,99923.5012609411,129592.227923943,74769.3738477902
"92",1,"Deaths",6,"China",2,"Female",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1990,104970.730988836,153251.443426108,75453.9542216367
"93",1,"Deaths",6,"China",3,"Both",20,"75-79 years",496,"Intracerebral hemorrhage",1,"Number",1990,204894.232249777,262677.630146873,163986.85092843
"94",1,"Deaths",6,"China",1,"Male",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1990,2033.67875462584,2637.50726673717,1521.73297744887
"95",1,"Deaths",6,"China",2,"Female",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1611.6064951795,2352.85607039754,1158.43799090529
"96",1,"Deaths",6,"China",3,"Both",20,"75-79 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1793.09339320746,2298.77394784628,1435.10012821742
"97",1,"Deaths",6,"China",1,"Male",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1990,665366.107800439,847074.853775168,494357.209620012
"98",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1990,597422.465703299,832340.063086787,427765.094285306
"99",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",1,"Number",1990,1262788.57350374,1542857.01569531,1010898.30522463
"100",1,"Deaths",6,"China",1,"Male",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1990,109.496810002612,139.399938221123,81.3545156878042
"101",1,"Deaths",6,"China",2,"Female",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1990,104.539533366761,145.646417389276,74.8521622710172
"102",1,"Deaths",6,"China",3,"Both",22,"All ages",496,"Intracerebral hemorrhage",3,"Rate",1990,107.094220699591,130.846186933997,85.7319811694097
"103",1,"Deaths",6,"China",1,"Male",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1990,204.310969053492,259.705451393541,152.707431406873
"104",1,"Deaths",6,"China",2,"Female",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1990,161.995658105772,226.758719780056,115.783652113317
"105",1,"Deaths",6,"China",3,"Both",27,"Age-standardized",496,"Intracerebral hemorrhage",3,"Rate",1990,181.677097591657,225.896393097313,148.076046669532
"106",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1990,64873.5932630627,87344.2352098982,46321.2822984433
"107",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1990,92125.8877508622,136227.022625683,65893.7986423487
"108",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",1,"Number",1990,156999.481013925,202870.069429092,124335.330265736
"109",1,"Deaths",6,"China",1,"Male",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3108.35560836763,4185.01472968126,2219.43953428469
"110",1,"Deaths",6,"China",2,"Female",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1990,2634.35861214702,3895.43958839906,1884.24665616238
"111",1,"Deaths",6,"China",3,"Both",30,"80-84 years",496,"Intracerebral hemorrhage",3,"Rate",1990,2811.51422359862,3632.95523054464,2226.57137004768
"112",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1990,24687.7812586504,31886.3977990594,17144.625655216
"113",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1990,47032.8666811217,70492.2562753807,32167.4421436442
"114",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",1,"Number",1990,71720.647939772,98300.642781804,56044.1348563273
"115",1,"Deaths",6,"China",1,"Male",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3890.63303136435,5025.08796673556,2701.88099066973
"116",1,"Deaths",6,"China",2,"Female",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3454.44975810664,5177.48491262223,2362.62045189398
"117",1,"Deaths",6,"China",3,"Both",31,"85-89 years",496,"Intracerebral hemorrhage",3,"Rate",1990,3593.11171143023,4924.73507931811,2807.73867908094
"118",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1990,4285.30081241592,5619.04400476521,2906.95079320132
"119",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1990,11844.805658808,17227.0795746941,7931.6467127128
"120",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",1,"Number",1990,16130.1064712239,21820.2023999286,11703.7252204945
"121",1,"Deaths",6,"China",1,"Male",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1990,4258.56948614129,5583.99290678683,2888.81749205892
"122",1,"Deaths",6,"China",2,"Female",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1990,4292.46443659177,6242.95818359187,2874.3664031847
"123",1,"Deaths",6,"China",3,"Both",32,"90-94 years",496,"Intracerebral hemorrhage",3,"Rate",1990,4283.40701281389,5794.43217858568,3107.96576420298
"124",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1990,2585.72191919401,4380.05138203452,1215.4180753447
"125",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1990,1729.35790642292,3116.80571820668,772.037235651548
"126",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",1,"Number",1990,4315.07982561694,6470.15270812161,2436.80660548616
"127",1,"Deaths",6,"China",1,"Male",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1.56043807624356,2.64328460910458,0.733483608289056
"128",1,"Deaths",6,"China",2,"Female",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1.13585841669463,2.04714709145998,0.507081263432816
"129",1,"Deaths",6,"China",3,"Both",39,"0-14 years",496,"Intracerebral hemorrhage",3,"Rate",1990,1.35713087394976,2.03492040801495,0.76639728853154
"130",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1990,529.069570406645,767.998075819767,332.887411037475
"131",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1990,2041.41712913469,3339.79448094108,1160.9342361775
"132",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",1,"Number",1990,2570.48669954133,3995.27519073213,1602.47180253578
"133",1,"Deaths",6,"China",1,"Male",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1990,3309.1705237214,4803.59623182291,2082.11031202657
"134",1,"Deaths",6,"China",2,"Female",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1990,4124.81417020401,6748.26883930101,2345.74204346455
"135",1,"Deaths",6,"China",3,"Both",235,"95+ years",496,"Intracerebral hemorrhage",3,"Rate",1990,3925.65912233744,6101.60266596387,2447.3023147856
"136",1,"Deaths",6,"China",1,"Male",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1993,1548.06277944729,2672.31677590017,720.921377667956
"137",1,"Deaths",6,"China",2,"Female",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1993,885.463173769428,1529.3119561984,445.970693836969
"138",1,"Deaths",6,"China",3,"Both",1,"<5 years",496,"Intracerebral hemorrhage",1,"Number",1993,2433.52595321672,3721.25814579332,1383.05212862924
"139",1,"Deaths",6,"China",1,"Male",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1993,2.7633013086214,4.77010140798834,1.28684896554018
"140",1,"Deaths",6,"China",2,"Female",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1993,1.78958841439074,3.09085576890921,0.901340688682623
"141",1,"Deaths",6,"China",3,"Both",1,"<5 years",496,"Intracerebral hemorrhage",3,"Rate",1993,2.30664185631492,3.52723166395396,1.31093976012244
"142",1,"Deaths",6,"China",1,"Male",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1993,436.088261600452,826.943916495708,183.101438663178
"143",1,"Deaths",6,"China",2,"Female",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1993,342.496283813465,642.07081468411,147.191540220553
"144",1,"Deaths",6,"China",3,"Both",6,"5-9 years",496,"Intracerebral hemorrhage",1,"Number",1993,778.584545413918,1279.45954915099,456.262292545883
"145",1,"Deaths",6,"China",1,"Male",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.721094617412427,1.36739476751462,0.30276775021626
"146",1,"Deaths",6,"China",2,"Female",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.620130926028145,1.16254682956665,0.266508077472144
"147",1,"Deaths",6,"China",3,"Both",6,"5-9 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.672901666547579,1.10578930441807,0.394330530763005
"148",1,"Deaths",6,"China",1,"Male",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1993,323.329603565409,583.74335400181,156.756753356843
"149",1,"Deaths",6,"China",2,"Female",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1993,288.268202587793,557.38308542767,122.072273567159
"150",1,"Deaths",6,"China",3,"Both",7,"10-14 years",496,"Intracerebral hemorrhage",1,"Number",1993,611.597806153202,974.342785052516,368.384497260621
"151",1,"Deaths",6,"China",1,"Male",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.618531157719195,1.11670397198437,0.299876457537225
"152",1,"Deaths",6,"China",2,"Female",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.592743395297535,1.14610331480175,0.251007684012081
"153",1,"Deaths",6,"China",3,"Both",7,"10-14 years",496,"Intracerebral hemorrhage",3,"Rate",1993,0.606102511055848,0.965588173646175,0.365074509060254
"154",1,"Deaths",6,"China",1,"Male",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1993,1395.22091681725,2366.56836889667,749.029784180394
"155",1,"Deaths",6,"China",2,"Female",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1993,1008.34343642041,1887.32878764936,423.435850925995
"156",1,"Deaths",6,"China",3,"Both",8,"15-19 years",496,"Intracerebral hemorrhage",1,"Number",1993,2403.56435323766,3676.86709043031,1442.87449841589
"157",1,"Deaths",6,"China",1,"Male",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1993,2.50840017142301,4.25473875188631,1.34664440332867
"158",1,"Deaths",6,"China",2,"Female",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1993,1.89708962421873,3.55080593696265,0.796648969289281
"159",1,"Deaths",6,"China",3,"Both",8,"15-19 years",496,"Intracerebral hemorrhage",3,"Rate",1993,2.20968509181227,3.38027911894883,1.32648758258167
"160",1,"Deaths",6,"China",1,"Male",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1993,2638.54556603174,4805.17052131626,1592.64390997198
"161",1,"Deaths",6,"China",2,"Female",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1993,1895.6443537583,3408.61612286017,891.174590617786
"162",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",1,"Number",1993,4534.18991979004,6940.17647397261,2814.43731893911
"163",1,"Deaths",6,"China",1,"Male",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1993,4.00631797114958,7.29608056113288,2.41824056416009
"164",1,"Deaths",6,"China",2,"Female",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1993,3.08549217635188,5.54811790430016,1.45054225053512
"165",1,"Deaths",6,"China",3,"Both",9,"20-24 years",496,"Intracerebral hemorrhage",3,"Rate",1993,3.56189973464293,5.45195794140067,2.21092272640459
"166",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1993,3792.57262258742,6272.64330879256,2267.99006865361
"167",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1993,2217.61593762388,4245.43958868928,1051.83180126193
"168",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",1,"Number",1993,6010.18856021131,8776.19364171882,3953.30512523084
"169",1,"Deaths",6,"China",1,"Male",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1993,5.65217625399055,9.3482944396519,3.38004855437276
"170",1,"Deaths",6,"China",2,"Female",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1993,3.53283203705912,6.76331042533496,1.67564861978639
"171",1,"Deaths",6,"China",3,"Both",10,"25-29 years",496,"Intracerebral hemorrhage",3,"Rate",1993,4.62781578799239,6.75762616875316,3.04402560585409
"172",1,"Deaths",6,"China",1,"Male",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1993,4954.23788143552,7498.72775145705,3181.16701117594
"173",1,"Deaths",6,"China",2,"Female",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1993,2586.84292073243,4485.13162757034,1350.15164146355
"174",1,"Deaths",6,"China",3,"Both",11,"30-34 years",496,"Intracerebral hemorrhage",1,"Number",1993,7541.08080216796,11248.4361331939,5261.3402652066
